ESTADO;CÓDIGO;CONCATENADO2;DESC. COMPONENTE;CLASSE;GRUPO;FORNECEDOR;CUSTO UND (ATUAL);CUSTO TOTAL (ATUAL);MÊS;ANO;CUSTO TOTAL (NA COMPRA);MÊS/ANO
PA;10090056;PA10090056;CORANTE AMARELO SUNSET;CORANTE;XAROPARIA;SAPORITI;41,84;627,6;NOV;2025;627,6;01/11/2025
PA;10090294;PA10090294;CORANTE CARAMELO CLASE IV DPC;CORANTE;REFRIGERANTE;SAPORITI;4,8;2400;NOV;2025;2400;01/11/2025
PA;10090291;PA10090291;EXTRATO DE GUARANA 200% DUAS RODAS;AROMA;REFRIGERANTE;DUAS RODAS;47,87;9574;NOV;2025;9574;01/11/2025
PA;10090290;PA10090290;PREMIX ENERG EMULVIT 8942 ADM;CONCENT./KITs;C.ENERGETICO;QUANTIQ;26,8;5360;NOV;2025;5360;01/11/2025
PA;11080235;PA11080235;ROTULO FURIOSO MELANCIA E MORANGO 250ML IND;ROTULO;SLEEVE-PA;CCL;0,06581;6581;NOV;2025;6581;01/11/2025
PA;11080239;PA11080239;ROTULO FURIOSO TROPICAL 250ML IND;ROTULO;SLEEVE-PA;CCL;0,06581;6581;NOV;2025;6581;01/11/2025
PA;11080241;PA11080241;RÓTULO MICOS COLA 2,5L;ROTULO;BOPP-PA;ELLOFLEX;0,03395;13580;NOV;2025;13580;01/11/2025
PA;11080244;PA11080244;ROTULO MICOS COLA 500ML;ROTULO;BOPP-PA;ELLOFLEX;0,03373;10119;NOV;2025;10119;01/11/2025
PA;11080245;PA11080245;RÓTULO MICOS GUARANA 2,5L;ROTULO;BOPP-PA;ELLOFLEX;0,03395;13580;NOV;2025;13580;01/11/2025
PA;11080246;PA11080246;RÓTULO MICOS GUARANÁ 200ML;ROTULO;BOPP-PA;ELLOFLEX;0,0059;2360;NOV;2025;2360;01/11/2025
PA;11080249;PA11080249;RÓTULO MICOS LARANJA 2,5L;ROTULO;BOPP-PA;ELLOFLEX;0,03395;13580;NOV;2025;13580;01/11/2025
PA;11080250;PA11080250;RÓTULO MICOS LARANJA 200ML;ROTULO;BOPP-PA;ELLOFLEX;0,0059;2950;NOV;2025;2950;01/11/2025
PA;11080253;PA11080253;RÓTULO MICOS UVA 2,5L;ROTULO;BOPP-PA;ELLOFLEX;0,03395;13580;NOV;2025;13580;01/11/2025
MS;2701170003;MS2701170003;VINHO DE MESA TINTO SECO GRANEL;VINHO;TANQUE;BEBIDAS GAZZI;4,2;176400;SET;2025;176400;01/09/2025
MS;2701170003;MS2701170003;VINHO DE MESA TINTO SECO GRANEL;VINHO;TANQUE;BEBIDAS GAZZI;4,2;176400;SET;2025;176400;01/09/2025
MS;2701170003;MS2701170003;VINHO DE MESA TINTO SECO GRANEL;VINHO;TANQUE;BEBIDAS GAZZI;4,2;176400;OUT;2025;176400;01/10/2025
MS;2701170003;MS2701170003;VINHO DE MESA TINTO SECO GRANEL;VINHO;TANQUE;BEBIDAS GAZZI;4,2;176400;OUT;2025;176400;01/10/2025
MS;2701170003;MS2701170003;VINHO DE MESA TINTO SECO GRANEL;VINHO;TANQUE;BEBIDAS GAZZI;4,2;176400;OUT;2025;176400;01/10/2025
MS;2701170003;MS2701170003;VINHO DE MESA TINTO SECO GRANEL;VINHO;TANQUE; GAZZI;4,2;176400;NOV;2025;176400;01/11/2025
MS;2701170003;MS2701170003;VINHO DE MESA TINTO SECO GRANEL;VINHO;TANQUE; GAZZI;4,2;176400;NOV;2025;176400;01/11/2025
PA;11080233;PA11080233;ROTULO FURIOSO 2L - IND;ROTULO;SLEEVE-PA;CCL;0,28732;28732;NOV;2025;28732;01/11/2025
PA;11080237;PA11080237;ROTULO FURIOSO MELAO 250ML IND;ROTULO;SLEEVE-PA;CCL;0,06581;6581;NOV;2025;6581;01/11/2025
PA;11080236;PA11080236;ROTULO FURIOSO MELANCIA E MORANGO 2L - IND;ROTULO;SLEEVE-PA;CCL;0,28732;14366;NOV;2025;14366;01/11/2025
PA;11080238;PA11080238;ROTULO FURIOSO MELAO 2L - IND;ROTULO;SLEEVE-PA;CCL;0,28732;14366;NOV;2025;14366;01/11/2025
PA;11080240;PA11080240;ROTULO FURIOSO TROPICAL 2L - IND;ROTULO;SLEEVE-PA;ALL4LABELL;0,28732;14366;NOV;2025;14366;01/11/2025
MS;2701140029;MS2701140029;TAMPA - LATA 350/269/473ML - B64;TAMPA;LATA;CROWN;0,24;2587852,8;DEZ;2025;2587852,8;01/12/2025
MS;2701190004;MS2701190004;XAROPE DE HIGH MALTOSE 25KG (BREWGILL);CERVEJARIA;OUTROS;TEREOS;2,78;338353,8;SET;2025;338353,8;01/09/2025
MS;2701190004;MS2701190004;XAROPE DE HIGH MALTOSE 25KG (BREWGILL);CERVEJARIA;OUTROS;TEREOS;2,78;497091,8;OUT;2025;497091,8;01/10/2025
MS;2701190001;MS2701190001;MALTE PILSEN BAG 1000 - BARLEY;CERVEJARIA;MALTE;AGRARIA;3,29;791968,8;OUT;2025;791968,8;01/10/2025
MS;2701080001;MS2701080001;ACUCAR CRISTAL;AÇUCAR;XAROPARIA;RAIZEN;1,84;344448;OUT;2025;344448;01/10/2025
PR;2701080001;PR2701080001;ACUCAR CRISTAL;AÇUCAR;XAROPARIA;RAIZEN;1,84;485760;OUT;2025;485760;01/10/2025
PR;2801010103;PR2801010103;ROTULO FURIOSO UVA VERDE 250ML - IND;ROTULO;SLEEVE;CCL;0,050377;25188,5;OUT;2025;25188,5;01/10/2025
PR;2801010103;PR2801010103;ROTULO FURIOSO UVA VERDE 250ML - IND;ROTULO;SLEEVE;GERAL;0,050377;10075,4;NOV;2025;10075,4;01/11/2025
MS;2701150006;MS2701150006;VASILHAME AMBAR 300ML - LITRINHO;VASILHAME;NORMAL;VIDROPORTO;0,74;75213,6;OUT;2025;75213,6;01/10/2025
SP;2801180001;SP2801180001;COPO AGUA HIDRATAR 200ML;COPO;AGUA 200;POLIGYN;0,1529;76450;NOV;2025;76450;01/11/2025
SP;2801260002;SP2801260002;LACRE AGUA HIDRATAR 200ML;LACRE;AGUA 200;OKRA;0,0364;18200;NOV;2025;18200;01/11/2025
SP;2801040018;SP2801040018;FILME TERMOENCOLHIVEL LISO 390X0,05MM IND                                       ;FILME;ÁGUA 500;PACKSEVEN;23,575;47150;OUT;2025;47150;01/10/2025
PA;10010001;PA10010001;ACUCAR CRISTAL;AÇUCAR;XAROPARIA;CERTANO;2,27792;569480;NOV;2025;569480;01/11/2025
PA;10090100;PA10090100;ASPARTAME;EDULCORANTE;XAROPARIA;MCASSAB;70,39;8446,8;NOV;2025;8446,8;01/11/2025
PA;10100024;PA10100024;CICLAMATO DE SÓDIO ;EDULCORANTE;XAROPARIA;PARKER;19,87;5961;NOV;2025;5961;01/11/2025
PA;10090293;PA10090293;SUCO CONCENTRADO DE MACA;SUCO;XAROPARIA;INTER SUCOS;11,5;18400;NOV;2025;18400;01/11/2025
PA;10090090;PA10090090;SUCO CONCENTRADO LARANJA;SUCO;XAROPARIA;INTER SUCOS;10,5;3675;NOV;2025;3675;01/11/2025
PA;10090094;PA10090094;SUCO CONCENTRADO UVA;SUCO;XAROPARIA;INTERSUCOS;10,5;2625;NOV;2025;2625;01/11/2025
PA;11090001;PA11090001;TAMPA LARANJA REFRIKO;TAMPA;PET;RAVIBRAS;0,04667;21169,512;NOV;2025;21169,512;01/11/2025
PA;11090034;PA11090034;TAMPA LILAS LISA;TAMPA;PET;RAVIBRAS;0,04667;14113,008;NOV;2025;14113,008;01/11/2025
PA;11090031;PA11090031;TAMPA VERMELHA LISA;TAMPA;PET;RAVIBRAS;0,04667;49395,528;NOV;2025;49395,528;01/11/2025
PA;10090273;PA10090273;ACESSULFAME DE POTASSIO;EDULCORANTE;XAROPARIA;BUSCHLE;34,9;3490;DEZ;2025;3490;01/12/2025
PA;10020012;PA10020012;AROMA DE GUARANA 31835 ADM;AROMA;REFRIGERANTE;ADM;120,2;42070;DEZ;2025;42070;01/12/2025
PA;10020001;PA10020001;AROMA DE LARANJA IDENTICO AO NATURAL;AROMA;REFRIGERANTE;DUAS RODAS;77,66;1786,18;DEZ;2025;1786,18;01/12/2025
PA;10090017;PA10090017;EMULSAO LARANJA REFRIKO 98;EMULSAO;XAROPARIA;SAPORITI;36;23400;DEZ;2025;23400;01/12/2025
PA;10020011;PA10020011;AROMA NATURAL MOUTHFEEL FASV259 ADM;AROMA;REFRIGERANTE;ADM;157,52;15752;DEZ;2025;15752;01/12/2025
PA;10020009;PA10020009;AROMA UVA REFRIKO 84;AROMA;REFRIGERANTE;SAPORITI;23,5;14100;DEZ;2025;14100;01/12/2025
PA;10090100;PA10090100;ASPARTAME;EDULCORANTE;XAROPARIA;BUSCHLE;70,39;8446,8;DEZ;2025;8446,8;01/12/2025
PA;10100012;PA10100012;BENZOATO DE SODIO;ACID.E CONSERV.;REF/ENER/NOCH/TON;DAXIA;10,352;10352;DEZ;2025;10352;01/12/2025
PA;10100024;PA10100024;CICLAMATO DE SÓDIO ;EDULCORANTE;XAROPARIA;PARKER;19,87;5961;DEZ;2025;5961;01/12/2025
PA;10090274;PA10090274;CONCENTRADO BEBIDAS ENERGETICA;AROMA;KIT ENERGÉTICO;WILD;164,7247563;98834,85376;DEZ;2025;98834,85376;01/12/2025
PA;10090295;PA10090295;CONCENTRADO COLA IAB 7729 (NOVO);CONCENT./KITs;KIT COLA;INTERAMERICA;22,39;55975;DEZ;2025;55975;01/12/2025
PA;10090291;PA10090291;EXTRATO DE GUARANA 200% DUAS RODAS;AROMA;REFRIGERANTE;DUAS RODAS;47,87;7180,5;DEZ;2025;7180,5;01/12/2025
PA;12030001;PA12030001;FILME STRETCH POLIETILENO 500 X 0025;FILME;STRETCH;EPA;9,8;33320;DEZ;2025;33320;01/12/2025
PA;11040794;PA11040794;FILME TERMO - 390X0,05;FILME;REFRI;PRISMAPACK;10,35;20700;DEZ;2025;20700;01/12/2025
PA;11040793;PA11040793;FILME TERMO - 480X0,06;FILME;REFRI;EPA;10,35;93150;DEZ;2025;93150;01/12/2025
PA;10090290;PA10090290;PREMIX ENERG EMULVIT 8942 ADM;CONCENT./KITs;C.ENERGETICO;QUANTIQ;26,8;5360;DEZ;2025;5360;01/12/2025
PA;11080241;PA11080241;RÓTULO MICOS COLA 2,5L;ROTULO;BOPP-PA;ELLOFLEX;0,03395;10185;DEZ;2025;10185;01/12/2025
PA;11080247;PA11080247;ROTULO MICOS GUARANA 2L;ROTULO;BOPP-PA;ELLOFLEX;0,04163;12489;DEZ;2025;12489;01/12/2025
PA;11080248;PA11080248;ROTULO MICOS GUARANA 500ML;ROTULO;BOPP-PA;ELLOFLEX;0,03373;10119;DEZ;2025;10119;01/12/2025
PA;11080254;PA11080254;RÓTULO MICOS UVA 200ML;ROTULO;BOPP-PA;ELLOFLEX;0,0059;2950;DEZ;2025;2950;01/12/2025
PA;11080256;PA11080256;ROTULO MICOS UVA 500ML;ROTULO;BOPP-PA;ELLOFLEX;0,03373;6746;DEZ;2025;6746;01/12/2025
PA;11080266;PA11080266;ROTULO TUCA UVA 200ML;ROTULO;BOPP-PA;ELLOFLEX;0,0059;1180;JAN;2026;1180;01/01/2026
PA;10090293;PA10090293;SUCO CONCENTRADO DE MACA;SUCO;XAROPARIA;INTERSUCOS;11,5;17250;DEZ;2025;17250;01/12/2025
PA;10090090;PA10090090;SUCO CONCENTRADO LARANJA;SUCO;XAROPARIA;INTERSUCOS;10,5;3150;DEZ;2025;3150;01/12/2025
PA;10090094;PA10090094;SUCO CONCENTRADO UVA;SUCO;XAROPARIA;INTERSUCOS;10,5;2625;DEZ;2025;2625;01/12/2025
PA;10090071;PA10090071;SUCRALOSE;EDULCORANTE;XAROPARIA;PARKER;114,06;22812;DEZ;2025;22812;01/12/2025
PA;11070046;PA11070046;PREFORMA 18 ou 20,6G CRISTAL;PREFORMA;PET 500 PA;GERAL;0,236;4655,808;NOV;2025;4655,808;01/11/2025
PA;11070047;PA11070047;PREFORMA 18 ou 20,6G VERDE;PREFORMA;PET 500 PA;GERAL;0,236;23279,04;NOV;2025;23279,04;01/11/2025
PA;11070012;PA11070012;PREFORMA 46,0G CRISTAL OU 45,7 G;PREFORMA;PET 2L PA;AMCOR;0,49;45534,72;NOV;2025;45534,72;01/11/2025
PA;11070013;PA11070013;PREFORMA 46,0G VERDE OU 45,7 G;PREFORMA;PET 2L PA;AMCOR;0,49;41395,2;NOV;2025;41395,2;01/11/2025
PA;11070032;PA11070032;PREFORMA 48GR CRISTAL OU 50,7 G;PREFORMA;PET 2,5L PA;AMCOR;0,498;272186,88;NOV;2025;272186,88;01/11/2025
PA;11070033;PA11070033;PREFORMA 48GR VERDE OU 50,7 G;PREFORMA;PET 2,5L PA;AMCOR;0,498;89241,6;NOV;2025;89241,6;01/11/2025
PR;2801020035;PR2801020035;PREFORMA PET 200 ML CRISTAL 12 g IND;PREFORMA;REFRIKO 200ML;ENGEPACK;0,197948;141800,4457;NOV;2025;141800,4457;01/11/2025
PR;2801020035;PR2801020035;PREFORMA PET 200 ML CRISTAL 12 g IND;PREFORMA;REFRIKO 200ML;ENGEPACK;0,197948;65446,35955;NOV;2025;65446,35955;01/11/2025
PR;2801020053;PR2801020053;PREFORMA PET 200 ML VERDE 12 g IND;PREFORMA;REFRIKO 200ML;ENGEPACK;0,197948;463578,3802;NOV;2025;463578,3802;01/11/2025
PR;2801020053;PR2801020053;PREFORMA PET 200 ML VERDE 12 g IND;PREFORMA;REFRIKO 200ML;ENGEPACK;0,197948;218154,5318;NOV;2025;218154,5318;01/11/2025
PR;2701020055;PR2701020055;PREFORMA 18G CRISTAL;PREFORMA;FURIOSO 250ML;ENGEPACK;0,25664;593452,2829;NOV;2025;593452,2829;01/11/2025
PR;2701020055;PR2701020055;PREFORMA 18G CRISTAL;PREFORMA;FURIOSO 250ML;ENGEPACK;0,25664;160389,7344;NOV;2025;160389,7344;01/11/2025
PR;2701020058;PR2701020058;PREFORMA 39,7G CRISTAL;PREFORMA;TERNURA LARANJA;ENGEPACK;0,445;35998,72;NOV;2025;35998,72;01/11/2025
PR;2701020059;PR2701020059;PREFORMA 41G CRISTAL;PREFORMA;REFRIKO 2L;ENGEPACK;0,5212;174022,4256;NOV;2025;174022,4256;01/11/2025
PR;2701020101;PR2701020101;PREFORMA 39,7G VERDE;PREFORMA;REFRISHOW;ENGEPACK;0,445;229491,84;NOV;2025;229491,84;01/11/2025
PR;2701020102;PR2701020102;PREFORMA 41G VERDE;PREFORMA;REFRIKO 2L;ENGEPACK;0,5212;319824,9984;NOV;2025;319824,9984;01/11/2025
PR;2701020075;PR2701020075;PREFORMA PET 46,7GR CRISTAL ;PREFORMA;FURIOSO 2L;ENGEPACK;0,687488;610885,3371;NOV;2025;610885,3371;01/11/2025
MS;2701020090;MS2701020090;PREFORMA 18G CRISTAL 500 ML - DESCONTINUAR;PREFORMA;REFRIKO 500ML;GERAL;0,25664;16038,97344;NOV;2025;16038,97344;01/11/2025
MS;2701020115;MS2701020115;PREFORMA 18 A 20G VERDE 500 ML - DESCONTINUAR;PREFORMA;REFRIKO 500ML;GERAL;0,204;12073,536;NOV;2025;12073,536;01/11/2025
MS;2701020059;MS2701020059;PREFORMA 41 G CRISTAL;PREFORMA;REFRIKO 2L;CRISTALPET;0,5553;115946,64;NOV;2025;115946,64;01/11/2025
MS;2701020102;MS2701020102;PREFORMA 41 G VERDE;PREFORMA;REFRIKO 2L;CRISTALPET;0,4013;231264,3744;NOV;2025;231264,3744;01/11/2025
MS;2701020050;MS2701020050;PREFORMA 48G CRISTAL (COMPRAR 50 G);PREFORMA;PET 2,5L PA;BRASPET;0,644;20785,744;NOV;2025;20785,744;01/11/2025
MS;2701020109;MS2701020109;PREFORMA 54,4GR VERDE SHORT;PREFORMA;REFRIKO 3L;BRASPET;0,55922;15157,09888;NOV;2025;15157,09888;01/11/2025
MS;2701020075;MS2701020075;PREFORMA PET 46,7GR CRISTAL;PREFORMA;FURIOSO 2L;BRASPET;0,594;102015,936;NOV;2025;102015,936;01/11/2025
SP;2801020042;SP2801020042;PREFORMA 15G CRISTAL;PREFORMA;PET 500 PA;CRISTALPET;0,22133;141679,5302;NOV;2025;141679,5302;01/11/2025
SP;2801020042;SP2801020042;PREFORMA 15G CRISTAL;PREFORMA;PET 500 PA;ENGEPACK;0,22133;102838,7712;NOV;2025;102838,7712;01/11/2025
SP;2801020041;SP2801020041;PREFORMA 18G CRISTAL 500 ML;PREFORMA;PET 500 PA;CRISTALPET;0,25664;264027,1258;NOV;2025;264027,1258;01/11/2025
SP;2801020032;SP2801020032;PREFORMA 31,7G CRISTAL;PREFORMA;ÁGUA 1,5L;ENVASES;0,41577;29965,37544;NOV;2025;29965,37544;01/11/2025
PR;2801090003;PR2801090003;ACIDO TARTARICO IND;ACID.E CONSERV.;NOCH/TON/BEL;MCASSAB;35,5;2662,5;NOV;2025;2662,5;01/11/2025
PR;2801050006;PR2801050006;AROMA FRUTAS TROPICAIS IND;AROMA;ENERGÉTICO;MONARCH;149,57;35896,8;NOV;2025;35896,8;01/11/2025
PR;2801050027;PR2801050027;AROMA IDENTICO AO NATURAL DE PESSEGO IND;AROMA;NOCH DEMAIS;SAPORITI;58;5800;NOV;2025;5800;01/11/2025
PR;2801050019;PR2801050019;AROMA IDENTICO AO NATURAL MARACUJA IND;AROMA;NOCH DEMAIS;DUAS RODAS;54,21;2710,5;NOV;2025;2710,5;01/11/2025
PR;2801050021;PR2801050021;AROMA IDENTICO AO NATURAL MELANCIA IND;AROMA;ENERGÉTICO;DUAS RODAS;37,17;18585;NOV;2025;18585;01/11/2025
PR;2801050025;PR2801050025;AROMA IDENTICO AO NATURAL MORANGO IND;AROMA;ENERGÉTICO;DUAS RODAS;75,88;22764;NOV;2025;22764;01/11/2025
PR;2801050023;PR2801050023;AROMA MELAO IND;AROMA;ENERGÉTICO;DUAS RODAS;58,97;12029,88;NOV;2025;12029,88;01/11/2025
PR;2801090005;PR2801090005;CITRATO DE SODIO - IND;ACID.E CONSERV.;ENERG/DELIRIO;TOTAL ING;8,28;11592;NOV;2025;11592;01/11/2025
PR;2801050039;PR2801050039;AROMA ID. AO NATURAL DE UVA VERDE SAPORITI IND;AROMA;ENERGÉTICO;SAPORITI;108;7776;NOV;2025;7776;01/11/2025
PR;2701090002;PR2701090002;ACIDO CITRICO;ACID.E CONSERV.;REF/ENER/ROM/DEL;KONKRETA;8,95;123062,5;NOV;2025;123062,5;01/11/2025
PR;2701050037;PR2701050037;AROMA IDENTICO AO NATURAL FRAMBOESA 77587 SAPORITI;AROMA;REFRIGERANTE;SAPORITI;62;6200;NOV;2025;6200;01/11/2025
PR;2701130007;PR2701130007;AROMA EXTRATO GUARANA REFRIKO 28;AROMA;REFRIGERANTE;SAPORITI;32,8;36244;NOV;2025;36244;01/11/2025
PR;2701050011;PR2701050011;AROMA LIMAO REFRIKO 41;AROMA;REFRIGERANTE;SAPORITI;48;12672;NOV;2025;12672;01/11/2025
PR;2701050027;PR2701050027;AROMA UVA REFRIKO 84;AROMA;REFRIGERANTE;SAPORITI;28;11284;NOV;2025;11284;01/11/2025
PR;2701100002;PR2701100002;BENZOATO DE SODIO;ACID.E CONSERV.;REF/ENER/NOCH/TON;DAXIA;12,1;30250;NOV;2025;30250;01/11/2025
PR;2701050022;PR2701050022;CONCENTRADO DE GUARANA IAB 7205;AROMA;REFRIGERANTE;INTERAMERICAS;27,17;32604;NOV;2025;32604;01/11/2025
PR;2701050035;PR2701050035;AROMA ARTIFICIAL GUARANA IFB (PED. KOMPLETO);AROMA;REFRIGERANTE;OTC;22,75;22750;NOV;2025;22750;01/11/2025
PR;2701060010;PR2701060010;CORANTE AMARANTO;CORANTE;REFRIGERANTE;SAPORITI;85,5;2565;NOV;2025;2565;01/11/2025
PR;2701060009;PR2701060009;CORANTE AMARELO SUNSET;CORANTE;XAROPARIA;SAPORITI;45,62;684,3;NOV;2025;684,3;01/11/2025
PR;2701060008;PR2701060008;CORANTE AZUL BRILHANTE;CORANTE;ENERGÉTICO;SAPORITI;116;580;NOV;2025;580;01/11/2025
PR;2701060007;PR2701060007;CORANTE CARAMELO CLASE IV DPC;CORANTE;REFRIGERANTE;SAPORITI;7,5;6000;NOV;2025;6000;01/11/2025
PR;2701130006;PR2701130006;EXTRATO DE GUARANA 200% DUAS RODAS;AROMA;ENERG./DELÍR.;DUAS RODAS;49,93;14429,77;NOV;2025;14429,77;01/11/2025
PR;2701050023;PR2701050023;PREP ACIDO COLA ;CONCENT./KITs;KIT COLA;SAPORITI;25;5500;NOV;2025;5500;01/11/2025
PR;2701100001;PR2701100001;SORBATO DE POTASSIO 25KG;ACID.E CONSERV.;REF/ENER/ROM/DEL;PARKER;15,72;5344,8;NOV;2025;5344,8;01/11/2025
PR;2701130009;PR2701130009;SUCO CONCENTRADO DE MACA;SUCO;XAROPARIA;INTERSUCOS;12;15600;NOV;2025;15600;01/11/2025
PR;2701130001;PR2701130001;SUCO CONCENTRADO LARANJA;SUCO;XAROPARIA;INTERSUCOS;12;2400;NOV;2025;2400;01/11/2025
PR;2701130002;PR2701130002;SUCO CONCENTRADO LIMÃO;SUCO;XAROPARIA;INTERSUCOS;16,5;1650;NOV;2025;1650;01/11/2025
PR;2701130003;PR2701130003;SUCO CONCENTRADO UVA;SUCO;XAROPARIA;INTERSUCOS;13;2600;NOV;2025;2600;01/11/2025
MS;2701090002;MS2701090002;ACIDO CITRICO;ACID.E CONSERV.;REF/ENER/ROM/DEL;KONKRETA;8,95;123062,5;NOV;2025;123062,5;01/11/2025
MS;2701090003;MS2701090003;ACIDO LACTICO - IBC;CERVEJARIA;OUTROS;DAXIA;10,41;7287;NOV;2025;7287;01/11/2025
MS;2701090004;MS2701090004;ACIDO TARTARICO ;ACID.E CONSERV.;NOCH/TON/BEL;MCASSAB;35,5;6212,5;NOV;2025;6212,5;01/11/2025
MS;2701210005;MS2701210005;ALGINATO DE PROPILENO GLICOL;CERVEJARIA;OUTROS;PROZYN;283,79;56758;NOV;2025;56758;01/11/2025
MS;2701090005;MS2701090005;ANTIOXIDANTE;CERVEJARIA;OUTROS;AEB;30,22;6044;NOV;2025;6044;01/11/2025
MS;2701130007;MS2701130007;AROMA EXTRATO GUARANA REFRIKO 28;AROMA;REFRIGERANTE;SAPORITI;32,8;13382,4;NOV;2025;13382,4;01/11/2025
MS;2701050008;MS2701050008;AROMA FRUTAS TROPICAIS;AROMA;ENERGÉTICO;MONARCH;149,57;14957;NOV;2025;14957;01/11/2025
MS;2701050026;MS2701050026;AROMA IDENTICO AO NATURAL DE PESSEGO;AROMA;NOCH DEMAIS;SAPORITI;58;3480;NOV;2025;3480;01/11/2025
MS;2701050017;MS2701050017;AROMA IDENTICO AO NATURAL MELANCIA;AROMA;ENERGÉTICO;DUAS RODAS;37,17;7434;NOV;2025;7434;01/11/2025
MS;2701050021;MS2701050021;AROMA IDENTICO AO NATURAL MORANGO;AROMA;ENERGÉTICO;DUAS RODAS;75,88;7588;NOV;2025;7588;01/11/2025
MS;2701050013;MS2701050013;AROMA MAÇA VERDE COD;AROMA;ENERGÉTICO;DUAS RODAS;46,45;4645;NOV;2025;4645;01/11/2025
MS;2701050019;MS2701050019;AROMA MELAO ;AROMA;ENERGÉTICO;DUAS RODAS;58,97;9022,41;NOV;2025;9022,41;01/11/2025
MS;2701050027;MS2701050027;AROMA UVA REFRIKO 84;AROMA;REFRIGERANTE;SAPORITI;28;4424;NOV;2025;4424;01/11/2025
MS;2701100002;MS2701100002;BENZOATO DE SODIO;ACID.E CONSERV.;REF/ENER/NOCH/TON;DAXIA;12,1;18150;NOV;2025;18150;01/11/2025
MS;2701090006;MS2701090006;CITRATO DE SODIO;ACID.E CONSERV.;ENERG/DELIRIO;TOTAL ING;8,28;1656;NOV;2025;1656;01/11/2025
MS;2701050022;MS2701050022;CONCENTRADO DE GUARANA IAB 7205;AROMA;REFRIGERANTE;INTERAMERICA;25,87;20696;NOV;2025;20696;01/11/2025
MS;2701050035;MS2701050035;AROMA ARTIFICIAL GUARANA IFB (PED. KOMPLETO);AROMA;REFRIGERANTE;OTC;22,75;18200;NOV;2025;18200;01/11/2025
MS;2701060010;MS2701060010;CORANTE AMARANTO;CORANTE;DELIRIO;SAPORITI;85,5;1282,5;NOV;2025;1282,5;01/11/2025
MS;2701060008;MS2701060008;CORANTE AZUL BRILHANTE;CORANTE;ENERGÉTICO;SAPORITI;116;580;NOV;2025;580;01/11/2025
MS;2701060007;MS2701060007;CORANTE CARAMELO CLASE IV DPC;CORANTE;REFRIGERANTE;SAPORITI;7,5;3750;NOV;2025;3750;01/11/2025
MS;2701160012;MS2701160012;CX 12X300ML - TUBAINA;CAIXA;TUBAINA;JAUENSE;1,69;33800;NOV;2025;33800;01/11/2025
MS;2701160011;MS2701160011;CX ONE WAY BAMBOA 12X330ML;CAIXA;CERVEJA;BLUMEN;1,84;36800;NOV;2025;36800;01/11/2025
MS;2701130006;MS2701130006;EXTRATO DE GUARANA 200% DUAS RODAS;AROMA;ENERG./DELÍR.;DUAS RODAS;49,93;5092,86;NOV;2025;5092,86;01/11/2025
MS;2701150006;MS2701150006;VASILHAME AMBAR 300ML - LITRINHO;VASILHAME;NORMAL;VIDRO PORTO;0,74;150427,2;NOV;2025;150427,2;01/11/2025
MS;2701150001;MS2701150001;VASILHAME GINGUALA 970ML;VASILHAME;NORMAL;VIDRO PORTO;1,57;265267,2;NOV;2025;265267,2;01/11/2025
MS;2701050023;MS2701050023;PREP ACIDO COLA ;CONCENT./KITs;KIT COLA;SAPORITI;25;2500;NOV;2025;2500;01/11/2025
MS;2701150009;MS2701150009;VASILHAME TUBAINA CRISTAL LONGNECK 355ML;VASILHAME;NORMAL;VIDRO PORTO;0,53;97944;NOV;2025;97944;01/11/2025
MS;2701160013;MS2701160013;CAIXA TUBAÍNA 12X355ML;CAIXA;TUBAINA;JAUENSE;1,97;39400;NOV;2025;39400;01/11/2025
MS;2701040019;MS2701040019;SHRINK BAMBOA 350ML -360X0,06 LAGER;FILME;BAMBOA;PACKSEVEN;14,5;21750;NOV;2025;21750;01/11/2025
MS;2701040012;MS2701040012;SHRINK MOEMA 269ML - 350X60X3;FILME;MOEMA;PACKSEVEN;14,5;14500;NOV;2025;14500;01/11/2025
MS;2701210002;MS2701210002;SILICA HP 9000;CERVEJARIA;OUTROS;PARKER;36,01;72020;NOV;2025;72020;01/11/2025
MS;2701100001;MS2701100001;SORBATO DE POTASSIO 25KG;ACID.E CONSERV.;REF/ENER/ROM/DEL;PARKER;15,72;1572;NOV;2025;1572;01/11/2025
MS;2701130009;MS2701130009;SUCO CONCENTRADO DE MACA;SUCO;XAROPARIA;INTERSUCOS;12;6000;NOV;2025;6000;01/11/2025
MS;2701130001;MS2701130001;SUCO CONCENTRADO LARANJA;SUCO;XAROPARIA;INTERSUCOS;12;900;NOV;2025;900;01/11/2025
MS;2701130003;MS2701130003;SUCO CONCENTRADO UVA;SUCO;XAROPARIA;INTERSUCOS;13;975;NOV;2025;975;01/11/2025
MS;2701030041;MS2701030041;TAMPA AZUL BAMBOA (VODKA BAMBOA);TAMPA;VIDRO NAC;BRASTAMPAS;0,3;90000;NOV;2025;90000;01/11/2025
MS;2701030032;MS2701030032;TAMPA METALICA LISA;TAMPA;VIDRO NAC;RENDA;0,0495;24750;NOV;2025;24750;01/11/2025
MS;3002020010;MS3002020010;TERRA CELITE DIATOMITA 2500/535;TERRA;CERVEJARIA;VENETO;8,8;67918,4;NOV;2025;67918,4;01/11/2025
MS;3002020009;MS3002020009;TERRA CELITE DIATOMITA SPEEDFLOW/STANDARD (VERMELHO);TERRA;CERVEJARIA;VENETO;8,8;25968,8;NOV;2025;25968,8;01/11/2025
